taxid,contig_count,total_bp,Code,Name,Lineage,LineageTaxIDs,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
9606.0,16076319,15995586950,9606.0,Homo sapiens,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens,2759;7711;40674;9443;9604;9605;9606,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea;Hominidae;Homininae;Homo;Homo sapiens,131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;8287;1338369;32523;32524;40674;32525;9347;1437010;314146;9443;376913;314293;9526;314295;9604;207598;9605;9606,no rank;superkingdom;clade;kingdom;clade;clade;clade;phylum;subphylum;clade;clade;clade;clade;superclass;clade;clade;clade;class;clade;clade;clade;superorder;order;suborder;infraorder;parvorder;superfamily;family;subfamily;genus;species
4097.0,24,3901734127,4097.0,Nicotiana tabacum,Eukaryota;Streptophyta;Magnoliopsida;Solanales;Solanaceae;Nicotiana;Nicotiana tabacum,2759;35493;3398;4069;4070;4085;4097,species,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;lamiids;Solanales;Solanaceae;Nicotianoideae;Nicotianeae;Nicotiana;Nicotiana tabacum,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4069;4070;424554;424562;4085;4097,no rank;superkingdom;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;subfamily;tribe;genus;species
34504.0,30456,922849782,34504.0,Paragonimus westermani,Eukaryota;Platyhelminthes;Trematoda;Plagiorchiida;Troglotrematidae;Paragonimus;Paragonimus westermani,2759;6157;6178;27871;34502;34503;34504,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Plagiorchiida;Troglotremata;Troglotrematidae;Paragonimus;Paragonimus westermani,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6178;6179;27871;116925;34502;34503;34504,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;suborder;family;genus;species
562.0,567,529366522,562.0,Escherichia coli,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,2;1224;1236;91347;543;561;562,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli,131567;2;1224;1236;91347;543;561;562,no rank;superkingdom;phylum;class;order;family;genus;species
6182.0,100,406576294,6182.0,Schistosoma japonicum,Eukaryota;Platyhelminthes;Trematoda;Strigeidida;Schistosomatidae;Schistosoma;Schistosoma japonicum,2759;6157;6178;6180;31245;6181;6182,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma;Schistosoma japonicum,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6178;6179;6180;31244;31245;6181;6182,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;superfamily;family;genus;species
6185.0,163,400271889,6185.0,Schistosoma haematobium,Eukaryota;Platyhelminthes;Trematoda;Strigeidida;Schistosomatidae;Schistosoma;Schistosoma haematobium,2759;6157;6178;6180;31245;6181;6185,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma;Schistosoma haematobium,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6178;6179;6180;31244;31245;6181;6185,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;superfamily;family;genus;species
51022.0,69981,332875813,51022.0,Ancylostoma duodenale,Eukaryota;Nematoda;Chromadorea;Rhabditida;Ancylostomatidae;Ancylostoma;Ancylostoma duodenale,2759;6231;119089;6236;33278;29169;51022,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Ancylostomatidae;Ancylostomatinae;Ancylostoma;Ancylostoma duodenale,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;2301116;2301119;27829;33278;53469;29169;51022,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;subfamily;genus;species
6252.0,415,295967828,6252.0,Ascaris lumbricoides,Eukaryota;Nematoda;Chromadorea;Rhabditida;Ascarididae;Ascaris;Ascaris lumbricoides,2759;6231;119089;6236;6250;6251;6252,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Ascaridomorpha;Ascaridoidea;Ascarididae;Ascaris;Ascaris lumbricoides,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6274;6249;33256;6250;6251;6252,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus;species
573.0,252,268679294,573.0,Klebsiella pneumoniae,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae,2;1224;1236;91347;543;570;573,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae,131567;2;1224;1236;91347;543;2890311;570;573,no rank;superkingdom;phylum;class;order;family;no rank;genus;species
51031.0,38,234457255,51031.0,Necator americanus,Eukaryota;Nematoda;Chromadorea;Rhabditida;Ancylostomatidae;Necator;Necator americanus,2759;6231;119089;6236;33278;51030;51031,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Ancylostomatidae;Bunostominae;Necator;Necator americanus,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;2301116;2301119;27829;33278;53477;51030;51031,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;subfamily;genus;species
1280.0,230,188665820,1280.0,Staphylococcus aureus,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,131567;2;1783272;1239;91061;1385;90964;1279;1280,no rank;superkingdom;clade;phylum;class;order;family;genus;species
6211.0,1217,114963228,6211.0,Echinococcus multilocularis,Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Echinococcus;Echinococcus multilocularis,2759;6157;6199;6201;6208;6209;6211,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Taeniidae;Echinococcus;Echinococcus multilocularis,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6199;6200;6201;6208;6209;6211,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;family;genus;species
6210.0,957,110837706,6210.0,Echinococcus granulosus,Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Echinococcus;Echinococcus granulosus,2759;6157;6199;6201;6208;6209;6210,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Taeniidae;Echinococcus;Echinococcus granulosus group;Echinococcus granulosus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6199;6200;6201;6208;6209;2212966;6210,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;order;family;genus;species group;species
28901.0,45,101281735,28901.0,Salmonella enterica,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica,2;1224;1236;91347;543;590;28901,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica,131567;2;1224;1236;91347;543;590;28901,no rank;superkingdom;phylum;class;order;family;genus;species
5661.0,163,99910120,5661.0,Leishmania donovani,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Leishmania;Leishmania donovani,2759;33682;5653;2704949;5654;5658;5661,species,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Leishmania;Leishmania;Leishmania donovani species complex;Leishmania donovani,131567;2759;2611352;33682;5653;2704647;2704949;5654;1286322;5658;38568;38574;5661,no rank;superkingdom;clade;phylum;class;subclass;order;family;subfamily;genus;subgenus;species group;species
5693.0,29495,89937456,5693.0,Trypanosoma cruzi,Eukaryota;Euglenozoa;Kinetoplastea;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanosoma cruzi,2759;33682;5653;2704949;5654;5690;5693,species,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Schizotrypanum;Trypanosoma cruzi,131567;2759;2611352;33682;5653;2704647;2704949;5654;5690;47570;5693,no rank;superkingdom;clade;phylum;class;subclass;order;family;genus;subgenus;species
6293.0,705,88416250,6293.0,Wuchereria bancrofti,Eukaryota;Nematoda;Chromadorea;Rhabditida;Onchocercidae;Wuchereria;Wuchereria bancrofti,2759;6231;119089;6236;6296;6292;6293,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Wuchereria;Wuchereria bancrofti,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6274;2072716;6295;6296;6292;6293,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus;species
287.0,22,82677196,287.0,Pseudomonas aeruginosa,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa,2;1224;1236;72274;135621;286;287,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa,131567;2;1224;1236;72274;135621;286;136841;287,no rank;superkingdom;phylum;class;order;family;genus;species group;species
1392.0,30,73487927,1392.0,Bacillus anthracis,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis,2;1239;91061;1385;186817;1386;1392,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus anthracis,131567;2;1783272;1239;91061;1385;186817;1386;86661;1392,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species
87883.0,37,72264596,87883.0,Burkholderia multivorans,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia multivorans,2;1224;28216;80840;119060;32008;87883,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia multivorans,131567;2;1224;28216;80840;119060;32008;87882;87883,no rank;superkingdom;phylum;class;order;family;genus;species group;species
57975.0,22,67458599,57975.0,Burkholderia thailandensis,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis,2;1224;28216;80840;119060;32008;57975,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia thailandensis,131567;2;1224;28216;80840;119060;32008;111527;57975,no rank;superkingdom;phylum;class;order;family;genus;species group;species
559297.0,27,66608683,559297.0,Blastomyces dermatitidis ER-3,Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces;Blastomyces dermatitidis,2759;4890;147545;33183;299071;229219;5039,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Ajellomycetaceae;Blastomyces;Blastomyces dermatitidis;Blastomyces dermatitidis ER-3,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;33183;299071;229219;5039;559297,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;species;strain
508771.0,2263,65633124,508771.0,Toxoplasma gondii ME49,Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Toxoplasma;Toxoplasma gondii,2759;5794;1280412;75739;5809;5810;5811,strain,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae;Toxoplasma;Toxoplasma gondii;Toxoplasma gondii ME49,131567;2759;2698737;33630;5794;1280412;5796;75739;423054;5809;5810;5811;508771,no rank;superkingdom;clade;clade;phylum;class;subclass;order;suborder;family;genus;species;strain
1357677.0,6360,65533039,1357677.0,Mucor racemosus B9645,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor racemosus,2759;1913637;2212703;4827;34489;4830;4841,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Mucor;Mucor racemosus;Mucor racemosus B9645,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;4830;4841;1357677,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species;strain
95486.0,47,61139727,95486.0,Burkholderia cenocepacia,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cenocepacia,2;1224;28216;80840;119060;32008;95486,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia cenocepacia,131567;2;1224;28216;80840;119060;32008;87882;95486,no rank;superkingdom;phylum;class;order;family;genus;species group;species
85698.0,19,60569573,85698.0,Achromobacter xylosoxidans,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans,2;1224;28216;80840;506;222;85698,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans,131567;2;1224;28216;80840;506;222;85698,no rank;superkingdom;phylum;class;order;family;genus;species
169388.0,19,59379714,169388.0,Fusarium solani,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium solani,2759;4890;147550;5125;110618;5506;169388,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium solani species complex;Fusarium solani,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506;232080;169388,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species group;species
1195481.0,10557,54179589,1195481.0,Circinella minor,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Circinella;Circinella minor,2759;1913637;2212703;4827;499202;101102;1195481,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimiaceae;Circinella;Circinella minor,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;499202;101102;1195481,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus;species
5480.0,57,53157029,5480.0,Candida parapsilosis,Eukaryota;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida parapsilosis,2759;4890;3239874;2916678;766764;5475;5480,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Candida/Lodderomyces clade;Candida;Candida parapsilosis,131567;2759;33154;4751;451864;4890;716545;147537;3239874;2916678;766764;1535325;5475;5480,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;class;order;family;clade;genus;species
1396.0,34,52013173,1396.0,Bacillus cereus,Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus,2;1239;91061;1385;186817;1386;1396,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus cereus,131567;2;1783272;1239;91061;1385;186817;1386;86661;1396,no rank;superkingdom;clade;phylum;class;order;family;genus;species group;species
4840.0,753,51020084,4840.0,Rhizomucor pusillus,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor;Rhizomucor pusillus,2759;1913637;2212703;4827;499202;4838;4840,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimiaceae;Rhizomucor;Rhizomucor pusillus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;499202;4838;4840,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus;species
660027.0,12,50358849,660027.0,Fusarium oxysporum Fo47,Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum,2759;4890;147550;5125;110618;5506;5507,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium oxysporum species complex;Fusarium oxysporum;Fusarium oxysporum Fo47,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;110618;5506;171631;5507;660027,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species group;species;strain
4829.0,5338,48746359,4829.0,Absidia glauca,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia glauca,2759;1913637;2212703;4827;4851;4828;4829,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia glauca,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;4851;4828;4829,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus;species
571.0,326,48711067,571.0,Klebsiella oxytoca,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca,2;1224;1236;91347;543;570;571,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella oxytoca,131567;2;1224;1236;91347;543;2890311;570;571,no rank;superkingdom;phylum;class;order;family;no rank;genus;species
97098.0,5701,48371435,97098.0,Mucor plumbeus,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor plumbeus,2759;1913637;2212703;4827;34489;4830;97098,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Mucor;Mucor plumbeus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;4830;97098,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species
633.0,144,48095053,633.0,Yersinia pseudotuberculosis,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis,2;1224;1236;91347;1903411;629;633,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia pseudotuberculosis,131567;2;1224;1236;91347;1903411;629;1649845;633,no rank;superkingdom;phylum;class;order;family;genus;species group;species
623.0,52,48053744,623.0,Shigella flexneri,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri,2;1224;1236;91347;543;620;623,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri,131567;2;1224;1236;91347;543;620;623,no rank;superkingdom;phylum;class;order;family;genus;species
548.0,23,47738785,548.0,Klebsiella aerogenes,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella aerogenes,2;1224;1236;91347;543;570;548,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella aerogenes,131567;2;1224;1236;91347;543;2890311;570;548,no rank;superkingdom;phylum;class;order;family;no rank;genus;species
90262.0,94,47422896,90262.0,Absidia repens,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia repens,2759;1913637;2212703;4827;4851;4828;90262,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;Absidia repens,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;4851;4828;90262,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;family;genus;species
246409.0,83,46148878,246409.0,Rhizopus delemar RA 99-880,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus delemar,2759;1913637;2212703;4827;1344955;4842;936053,strain,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus delemar;Rhizopus delemar RA 99-880,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;1344955;4842;936053;246409,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species;strain
6248.0,9,44372495,6248.0,Strongyloides stercoralis,Eukaryota;Nematoda;Chromadorea;Rhabditida;Strongyloididae;Strongyloides;Strongyloides stercoralis,2759;6231;119089;6236;6246;6247;6248,species,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Strongyloididae;Strongyloides;Strongyloides stercoralis,131567;2759;33154;33208;6072;33213;33317;1206794;6231;119089;6236;6300;2082223;2082224;6246;6247;6248,no rank;superkingdom;clade;kingdom;clade;clade;clade;clade;phylum;class;order;suborder;infraorder;superfamily;family;genus;species
563466.0,176,43437139,563466.0,Scedosporium apiospermum,Eukaryota;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Scedosporium;Scedosporium apiospermum,2759;4890;147550;5592;5593;41687;563466,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Microascales;Microascaceae;Scedosporium;Scedosporium apiospermum,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5592;5593;41687;563466,no rank;superkingdom;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;subclass;order;family;genus;species
64495.0,4566,42900422,64495.0,Rhizopus arrhizus,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus;Rhizopus arrhizus,2759;1913637;2212703;4827;1344955;4842;64495,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus arrhizus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;1344955;4842;64495,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species
670.0,25,41456556,670.0,Vibrio parahaemolyticus,Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio parahaemolyticus,2;1224;1236;135623;641;662;670,species,cellular organisms;Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group;Vibrio parahaemolyticus,131567;2;1224;1236;135623;641;662;717610;670,no rank;superkingdom;phylum;class;order;family;genus;species group;species
91626.0,1283,40737472,91626.0,Mucor ambiguus,Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor ambiguus,2759;1913637;2212703;4827;34489;4830;91626,species,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Mucor;Mucor ambiguus,131567;2759;33154;4751;112252;1913637;451507;2212703;4827;1344963;34489;4830;91626,no rank;superkingdom;clade;kingdom;no rank;phylum;subphylum;class;order;suborder;family;genus;species
67351.0,22,40473119,67351.0,Streptomyces californicus,Bacteria;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces californicus,2;201174;1760;85011;2062;1883;67351,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces californicus,131567;2;1783272;201174;1760;85011;2062;1883;67351,no rank;superkingdom;clade;phylum;class;order;family;genus;species
