taxid,contig_count,total_bp,Code,Name,Lineage,LineageTaxIDs,Rank,FullLineage,FullLineageTaxIDs,FullLineageRanks
556499.0,1,3072768,556499.0,Propionibacterium acidifaciens,Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidifaciens,2;201174;1760;85009;31957;1743;556499,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propionibacterium;Propionibacterium acidifaciens,131567;2;1783272;201174;1760;85009;31957;1743;556499,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1274.0,1,3072433,1274.0,Dermacoccus nishinomiyaensis,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Dermacoccus;Dermacoccus nishinomiyaensis,2;201174;1760;85006;145357;57495;1274,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Dermacoccus;Dermacoccus nishinomiyaensis,131567;2;1783272;201174;1760;85006;145357;57495;1274,no rank;superkingdom;clade;phylum;class;order;family;genus;species
28130.0,6,3051352,28130.0,Prevotella disiens,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella disiens,2;976;200643;171549;171552;838;28130,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella disiens,131567;2;1783270;68336;976;200643;171549;171552;838;28130,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
679190.0,118,3033961,679190.0,Hoylesella buccalis ATCC 35310,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella buccalis,2;976;200643;171549;171552;2974257;28127,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella buccalis;Hoylesella buccalis ATCC 35310,131567;2;1783270;68336;976;200643;171549;171552;2974257;28127;679190,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
40545.0,1,3026517,40545.0,Sutterella wadsworthensis,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella wadsworthensis,2;1224;28216;80840;995019;40544;40545,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;Sutterella wadsworthensis,131567;2;1224;28216;80840;995019;40544;40545,no rank;superkingdom;phylum;class;order;family;genus;species
282402.0,2,3025491,282402.0,Prevotella multiformis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella multiformis,2;976;200643;171549;171552;838;282402,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella multiformis,131567;2;1783270;68336;976;200643;171549;171552;838;282402,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
537973.0,3,3025352,537973.0,Lacticaseibacillus paracasei subsp. paracasei 8700:2,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei,2;1239;91061;186826;33958;2759736;1597,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei;Lacticaseibacillus paracasei subsp. paracasei;Lacticaseibacillus paracasei subsp. paracasei 8700:2,131567;2;1783272;1239;91061;186826;33958;2759736;1597;47714;537973,no rank;superkingdom;clade;phylum;class;order;family;genus;species;subspecies;strain
1115809.0,44,3024338,1115809.0,Segatella baroniae F0067,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella baroniae,2;976;200643;171549;171552;2974251;305719,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella baroniae;Segatella baroniae F0067,131567;2;1783270;68336;976;200643;171549;171552;2974251;305719;1115809,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1236508.0,148,3002170,1236508.0,Prevotella aurantiaca JCM 15754,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella aurantiaca,2;976;200643;171549;171552;838;596085,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella aurantiaca;Prevotella aurantiaca JCM 15754,131567;2;1783270;68336;976;200643;171549;171552;838;596085;1236508,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
386414.0,22,3000907,386414.0,Hoylesella timonensis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella timonensis,2;976;200643;171549;171552;2974257;386414,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella timonensis,131567;2;1783270;68336;976;200643;171549;171552;2974257;386414,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
470565.0,2,2999514,470565.0,Prevotella histicola,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola,2;976;200643;171549;171552;838;470565,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola,131567;2;1783270;68336;976;200643;171549;171552;838;470565,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1703337.0,61,2936680,1703337.0,Hallella colorans,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;Hallella colorans,2;976;200643;171549;171552;52228;1703337,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hallella;Hallella colorans,131567;2;1783270;68336;976;200643;171549;171552;52228;1703337,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1643.0,1,2934720,1643.0,Listeria welshimeri,Bacteria;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria welshimeri,2;1239;91061;1385;186820;1637;1643,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria welshimeri,131567;2;1783272;1239;91061;1385;186820;1637;1643,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1412756.0,12,2929152,1412756.0,Staphylococcus aureus M13048,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus M13048,131567;2;1783272;1239;91061;1385;90964;1279;1280;1412756,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
1776388.0,12,2922118,1776388.0,Prevotella phocaeensis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella phocaeensis,2;976;200643;171549;171552;838;1776388,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella phocaeensis,131567;2;1783270;68336;976;200643;171549;171552;838;1776388,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1642.0,21,2911156,1642.0,Listeria innocua,Bacteria;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria innocua,2;1239;91061;1385;186820;1637;1642,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria innocua,131567;2;1783272;1239;91061;1385;186820;1637;1642,no rank;superkingdom;clade;phylum;class;order;family;genus;species
134034.0,1,2881812,134034.0,Corynebacterium freneyi,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi,2;201174;1760;85007;1653;1716;134034,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi,131567;2;1783272;201174;1760;85007;1653;1716;134034,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1388691.0,56,2879183,1388691.0,Staphylococcus aureus M0920,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus M0920,131567;2;1783272;1239;91061;1385;90964;1279;1280;1388691,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
76123.0,1,2861432,76123.0,Hoylesella enoeca,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella enoeca,2;976;200643;171549;171552;2974257;76123,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella enoeca,131567;2;1783270;68336;976;200643;171549;171552;2974257;76123,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1421888.0,17,2861101,1421888.0,Staphylococcus aureus T32092,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus T32092,131567;2;1783272;1239;91061;1385;90964;1279;1280;1421888,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
1398067.0,38,2856582,1398067.0,Staphylococcus aureus M1457,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus M1457,131567;2;1783272;1239;91061;1385;90964;1279;1280;1398067,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
1296.0,2,2853815,1296.0,Mammaliicoccus sciuri,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus sciuri,2;1239;91061;1385;90964;2803850;1296,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus sciuri,131567;2;1783272;1239;91061;1385;90964;2803850;1296,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1127699.0,71,2853490,1127699.0,Hoylesella saccharolytica F0055,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella saccharolytica,2;976;200643;171549;171552;2974257;633701,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella saccharolytica;Hoylesella saccharolytica F0055,131567;2;1783270;68336;976;200643;171549;171552;2974257;633701;1127699,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1412673.0,13,2848913,1412673.0,Staphylococcus aureus M53356,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus,2;1239;91061;1385;90964;1279;1280,strain,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus M53356,131567;2;1783272;1239;91061;1385;90964;1279;1280;1412673,no rank;superkingdom;clade;phylum;class;order;family;genus;species;strain
1122993.0,28,2845746,1122993.0,Prevotella veroralis DSM 19559 = JCM 6290,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella veroralis,2;976;200643;171549;171552;838;28137,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella veroralis;Prevotella veroralis DSM 19559 = JCM 6290,131567;2;1783270;68336;976;200643;171549;171552;838;28137;1122993,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
873533.0,4,2839537,873533.0,Hoylesella oralis ATCC 33269,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella oralis,2;976;200643;171549;171552;2974257;28134,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella oralis;Hoylesella oralis ATCC 33269,131567;2;1783270;68336;976;200643;171549;171552;2974257;28134;873533,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1930558.0,1,2837475,1930558.0,Micrococcus sp. FDAARGOS_333,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus sp. FDAARGOS_333,2;201174;1760;85006;1268;1269;1930558,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus;unclassified Micrococcus;Micrococcus sp. FDAARGOS_333,131567;2;1783272;201174;1760;85006;1268;1269;2620948;1930558,no rank;superkingdom;clade;phylum;class;order;family;genus;no rank;species
90244.0,2,2832856,90244.0,Oligella ureolytica,Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella;Oligella ureolytica,2;1224;28216;80840;506;90243;90244,species,cellular organisms;Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella;Oligella ureolytica,131567;2;1224;28216;80840;506;90243;90244,no rank;superkingdom;phylum;class;order;family;genus;species
850.0,4,2822577,850.0,Fusobacterium mortiferum,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium mortiferum,2;32066;203490;203491;203492;848;850,species,cellular organisms;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium mortiferum,131567;2;32066;203490;203491;203492;848;850,no rank;superkingdom;phylum;class;order;family;genus;species
1725.0,5,2821525,1725.0,Corynebacterium xerosis,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis,2;201174;1760;85007;1653;1716;1725,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis,131567;2;1783272;201174;1760;85007;1653;1716;1725,no rank;superkingdom;clade;phylum;class;order;family;genus;species
702438.0,16,2805893,702438.0,Segatella oulorum F0390,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella oulorum,2;976;200643;171549;171552;2974251;28136,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella oulorum;Segatella oulorum F0390,131567;2;1783270;68336;976;200643;171549;171552;2974251;28136;702438,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1122983.0,92,2800241,1122983.0,Prevotella falsenii DSM 22864 = JCM 15124,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella falsenii,2;976;200643;171549;171552;838;515414,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella falsenii;Prevotella falsenii DSM 22864 = JCM 15124,131567;2;1783270;68336;976;200643;171549;171552;838;515414;1122983,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
1122981.0,84,2800206,1122981.0,Prevotella corporis DSM 18810 = JCM 8529,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella corporis,2;976;200643;171549;171552;838;28128,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella corporis;Prevotella corporis DSM 18810 = JCM 8529,131567;2;1783270;68336;976;200643;171549;171552;838;28128;1122981,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
2778078.0,2,2774993,2778078.0,Corynebacterium sp. FDAARGOS 1242,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium sp. FDAARGOS 1242,2;201174;1760;85007;1653;1716;2778078,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;unclassified Corynebacterium;Corynebacterium sp. FDAARGOS 1242,131567;2;1783272;201174;1760;85007;1653;1716;2624378;2778078,no rank;superkingdom;clade;phylum;class;order;family;genus;no rank;species
28131.0,2,2764740,28131.0,Prevotella intermedia,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia,2;976;200643;171549;171552;838;28131,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia,131567;2;1783270;68336;976;200643;171549;171552;838;28131,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
151276.0,196,2763468,151276.0,Bacteroides coprosuis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprosuis,2;976;200643;171549;815;816;151276,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprosuis,131567;2;1783270;68336;976;200643;171549;815;816;151276,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
329641.0,2519,2727913,329641.0,Human bocavirus,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Bocaparvovirus;Human bocavirus,10239;2732415;2732422;2732534;10780;1507401;329641,species,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Bocaparvovirus;unclassified Bocaparvovirus;Human bocavirus,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1507401;1507402;329641,superkingdom;clade;kingdom;phylum;class;order;family;subfamily;genus;no rank;species
1081904.0,51,2709958,1081904.0,Hoylesella pleuritidis F0068,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella pleuritidis,2;976;200643;171549;171552;2974257;407975,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella pleuritidis;Hoylesella pleuritidis F0068,131567;2;1783270;68336;976;200643;171549;171552;2974257;407975;1081904,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
72000.0,1,2697877,72000.0,Kocuria rhizophila,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria rhizophila,2;201174;1760;85006;1268;57493;72000,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria rhizophila,131567;2;1783272;201174;1760;85006;1268;57493;72000,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2490854.0,2,2691540,2490854.0,Prevotella koreensis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella koreensis,2;976;200643;171549;171552;838;2490854,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella koreensis,131567;2;1783270;68336;976;200643;171549;171552;838;2490854,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
859.0,1,2678402,859.0,Fusobacterium necrophorum,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum,2;32066;203490;203491;203492;848;859,species,cellular organisms;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum,131567;2;32066;203490;203491;203492;848;859,no rank;superkingdom;phylum;class;order;family;genus;species
1122978.0,44,2668851,1122978.0,Segatella albensis DSM 11370 = JCM 12258,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella albensis,2;976;200643;171549;171552;2974251;77768,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella albensis;Segatella albensis DSM 11370 = JCM 12258,131567;2;1783270;68336;976;200643;171549;171552;2974251;77768;1122978,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
2052.0,5,2662734,2052.0,Mobiluncus mulieris,Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;Mobiluncus mulieris,2;201174;1760;2037;2049;2050;2052,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;Mobiluncus mulieris,131567;2;1783272;201174;1760;2037;2049;2050;2052,no rank;superkingdom;clade;phylum;class;order;family;genus;species
2545799.0,1,2652717,2545799.0,Capnocytophaga sp. FDAARGOS_737,Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga sp. FDAARGOS_737,2;976;117743;200644;49546;1016;2545799,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;unclassified Capnocytophaga;Capnocytophaga sp. FDAARGOS_737,131567;2;1783270;68336;976;117743;200644;49546;1016;2640652;2545799,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;no rank;species
36808.0,2,2652195,36808.0,Corynebacterium bovis,Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium bovis,2;201174;1760;85007;1653;1716;36808,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium bovis,131567;2;1783272;201174;1760;85007;1653;1716;36808,no rank;superkingdom;clade;phylum;class;order;family;genus;species
1121099.0,72,2634691,1121099.0,Bacteroides propionicifaciens DSM 19291 = JCM 14649,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides propionicifaciens,2;976;200643;171549;815;816;392838,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides propionicifaciens;Bacteroides propionicifaciens DSM 19291 = JCM 14649,131567;2;1783270;68336;976;200643;171549;815;816;392838;1121099,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
425941.0,11,2627131,425941.0,Hoylesella nanceiensis,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella nanceiensis,2;976;200643;171549;171552;2974257;425941,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella nanceiensis,131567;2;1783270;68336;976;200643;171549;171552;2974257;425941,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
1018.0,1,2615469,1018.0,Capnocytophaga ochracea,Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea,2;976;117743;200644;49546;1016;1018,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea,131567;2;1783270;68336;976;117743;200644;49546;1016;1018,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
546275.0,53,2615003,546275.0,Fusobacterium periodonticum ATCC 33693,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum,2;32066;203490;203491;203492;848;860,strain,cellular organisms;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum;Fusobacterium periodonticum ATCC 33693,131567;2;32066;203490;203491;203492;848;860;546275,no rank;superkingdom;phylum;class;order;family;genus;species;strain
2201033.0,6,2598175,2201033.0,Staphylococcus sp. FDAARGOS_39,Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sp. FDAARGOS_39,2;1239;91061;1385;90964;1279;2201033,species,cellular organisms;Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. FDAARGOS_39,131567;2;1783272;1239;91061;1385;90964;1279;91994;2201033,no rank;superkingdom;clade;phylum;class;order;family;genus;no rank;species
2508867.0,114,2585079,2508867.0,Prevotella brunnea,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella brunnea,2;976;200643;171549;171552;838;2508867,species,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella brunnea,131567;2;1783270;68336;976;200643;171549;171552;838;2508867,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species
172042.0,1,2583917,172042.0,Rothia aeria,Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia aeria,2;201174;1760;85006;1268;32207;172042,species,cellular organisms;Bacteria;Terrabacteria group;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia aeria,131567;2;1783272;201174;1760;85006;1268;32207;172042,no rank;superkingdom;clade;phylum;class;order;family;genus;species
862515.0,11,2559358,862515.0,Hoylesella marshii DSM 16973 = JCM 13450,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella marshii,2;976;200643;171549;171552;2974257;189722,strain,cellular organisms;Bacteria;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella marshii;Hoylesella marshii DSM 16973 = JCM 13450,131567;2;1783270;68336;976;200643;171549;171552;2974257;189722;862515,no rank;superkingdom;clade;clade;phylum;class;order;family;genus;species;strain
